회사명,발전기명,호기,설비용량,회원구분,급전방식,발전원,발전종류,사업구분,광역지역,세부지역
사랑말 태양광 발전소,사랑말태양광,1,0.09928,정회원,비중앙,태양에너지,신재생,발전사업,강원,강원도 홍천군
사랑말1호 태양광발전소,사랑말1호 태양광발전소,1,0.09994,비회원,비중앙,태양에너지,신재생,발전사업,강원,강원특별자치도 홍천군
사랑말2호태양광발전소,사랑말2호태양광발전소,1,0.099825,비회원,비중앙,태양에너지,신재생,발전사업,강원,강원특별자치도 홍천군
사랑말태양광발전소,사랑말태양광발전소,1,0.0996,비회원,비중앙,태양에너지,신재생,발전사업,강원,강원특별자치도 홍천군
사랑목장 태양광발전소 2호,사랑목장 태양광발전소 2호,1,0.07458,비회원,비중앙,태양에너지,신재생,발전사업,전남,전라남도 나주시
사랑목장태양광발전소,사랑목장태양광발전소,1,0.0988,비회원,비중앙,태양에너지,신재생,발전사업,전남,전라남도 나주시
사랑발전소,사랑발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 김천시
사랑발전소,사랑발전소,1,0.09928,비회원,비중앙,태양에너지,신재생,발전사업,충북,충청북도 충주시
사랑발전소,사랑발전소,1,0.09844,비회원,비중앙,태양에너지,신재생,발전사업,강원,강원특별자치도 원주시
사랑발전소1호,사랑발전소1호,1,0.37206,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 화성시
사랑발전소2호,사랑발전소2호,1,0.09672,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 화성시
사랑방마을발전소,사랑방마을발전소,1,0.03,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 포천시
사랑방태양광발전소,사랑방태양광발전소,1,0.09912,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사랑상리태양광발전소,사랑상리태양광발전소,1,0.09991,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 연천군
사랑에너지태양광발전소,사랑에너지태양광발전소,1,0.06,비회원,비중앙,태양에너지,신재생,발전사업,전남,전라남도 장성군
사랑열매태양광,사랑열매태양광,1,0.034,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 진안군
사랑으로태양광발전소,사랑으로태양광발전소,1,0.49842,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 의령군
사랑을담는태양광발전소,사랑을담는태양광발전소,1,0.01984,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 군산시
사랑의 전원마을,사랑의 전원마을,1,0.009,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 고양시
사랑이태양광발전소,사랑이태양광발전소,1,0.0198,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 칠곡군
사랑제1태양광발전소,사랑제1태양광발전소,1,0.063,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 고양시
사랑제2태양광발전소,사랑제2태양광발전소,1,0.037,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 고양시
사랑채1태양광발전소,사랑채1태양광발전소,1,0.0996,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 구미시
사랑채2태양광발전소,사랑채2태양광발전소,1,0.0996,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 구미시
사랑채3태양광발전소,사랑채3태양광발전소,1,0.0996,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 구미시
사랑채4태양광발전소,사랑채4태양광발전소,1,0.0996,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 구미시
사랑채5호태양광발전소,사랑채5호태양광발전소,1,0.039375,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 양평군
사랑태양광,사랑태양광,1,0.180525,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 하동군
사랑태양광,사랑태양광,1,0.096,비회원,비중앙,태양에너지,신재생,발전사업,충북,충청북도 충주시
사랑태양광,사랑태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 진안군
사랑태양광,사랑태양광,1,0.01728,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 군산시
사랑태양광(김천석),사랑태양광(김천석),1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 익산시
사랑태양광(양윤석),사랑태양광(양윤석),1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 익산시
사랑태양광1호,사랑태양광1호,1,0.03,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 고창군
사랑태양광2호,사랑태양광2호,1,0.03,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 고창군
사랑태양광3호,사랑태양광3호,1,0.03,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 고창군
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 부안군
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 부안군
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 서산시
사랑태양광발전소,사랑태양광발전소,1,0.0635,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 안산시
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 금산군
사랑태양광발전소,사랑태양광발전소,1,0.097,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 완주군
사랑태양광발전소,사랑태양광발전소,1,0.02,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 김제시
사랑태양광발전소,사랑태양광발전소,1,0.02856,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 김제시
사랑태양광발전소,사랑태양광발전소,1,0.0963,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 안동시
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,강원,강원특별자치도 홍천군
사랑태양광발전소,사랑태양광발전소,1,0.0288,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 함양군
사랑태양광발전소,사랑태양광발전소,1,0.0994,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 완주군
사랑태양광발전소,사랑태양광발전소,1,0.9951,비회원,비중앙,태양에너지,신재생,발전사업,전남,전라남도 보성군
사랑태양광발전소,사랑태양광발전소,1,0.018,비회원,비중앙,태양에너지,신재생,발전사업,충북,충청북도 청주시
사랑태양광발전소,사랑태양광발전소,1,0.027,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 시흥시
사랑태양광발전소,사랑태양광발전소,1,0.09936,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 당진시
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전남,전라남도 화순군
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 부안군
사랑태양광발전소,사랑태양광발전소,1,0.402,비회원,비중앙,태양에너지,신재생,발전사업,전남,전라남도 무안군
사랑태양광발전소,사랑태양광,1,0.096,정회원,비중앙,태양에너지,신재생,발전사업,강원,강원도 홍천군
사랑태양광발전소,사랑태양광발전소,1,0.099365,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 안동시
사랑태양광발전소,사랑태양광발전소,1,0.09928,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사랑태양광발전소,사랑태양광발전소,1,0.09944,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 논산시
사랑태양광발전소,사랑태양광발전소,1,0.099825,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 김제시
사랑태양광발전소,사랑태양광발전소,1,0.09954,비회원,비중앙,태양에너지,신재생,발전사업,충북,충청북도 괴산군
사랑태양광발전소,사랑태양광발전소,1,0.05044,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 영천시
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 양평군
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 논산시
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 김제시
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 진안군
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 홍성군
사랑태양광발전소,사랑태양광발전소,1,0.09954,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 창녕군
사랑태양광발전소,사랑태양광발전소,1,0.085,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 정읍시
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 김제시
사랑태양광발전소,사랑태양광발전소,1,0.04984,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경산시
사랑태양광발전소,사랑태양광발전소,1,0.09828,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 금산군
사랑태양광발전소,사랑태양광발전소,1,0.01872,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 고성군
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 부안군
사랑태양광발전소,사랑태양광발전소,1,0.199,비회원,비중앙,태양에너지,신재생,발전사업,전남,전라남도 영암군
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전남,전라남도 강진군
사랑태양광발전소,사랑태양광발전소,1,0.099645,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 예천군
사랑태양광발전소,사랑태양광발전소,1,0.497,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사랑태양광발전소,사랑태양광발전소,1,0.0999,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 당진시
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 진주시
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 장수군
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 안동시
사랑태양광발전소,사랑태양광발전소,1,0.09954,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 안동시
사랑태양광발전소,사랑태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 무주군
사랑태양광발전소(두민철),사랑태양광발전소(두민철),1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 익산시
사랑태양광발전소(이종철),사랑태양광발전소(이종철),1,0.02,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 익산시
사랑태양광발전소4호,사랑태양광발전소4호,1,0.09984,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사랑폐차장태양광,사랑폐차장태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 서산시
사랑함안호수태양광,사랑함안호수태양광,1,0.09996,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 함안군
사랑해에너지발전소,사랑해에너지발전소,1,0.0555,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 예산군
사랑해태양광발전소,사랑해태양광발전소,1,0.098455,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 김제시
사랑현리 태양광발전소,사랑현리 태양광발전소,1,0.09912,비회원,비중앙,태양에너지,신재생,발전사업,강원,강원특별자치도 양구군
사래1발전소,사래1발전소,1,0.015,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 영양군
사래이발전소,사래이발전소,1,0.0992,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 예산군
사량도읍덕제삼발전소,사량도읍덕제삼발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 통영시
사량도읍덕제이발전소,사량도읍덕제이발전소,1,0.0935,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 통영시
사르실태양광발전소,사르실태양광발전소,1,0.03,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 상주시
사리1 태양광발전소,사리1 태양광발전소,1,0.09954,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 청도군
사리1 태양광발전소,사리1 태양광발전소,1,0.07239,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 영천시
사리1호태양광발전소,사리1호태양광발전소,1,0.09828,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경산시
사리2 태양광발전소,사리2 태양광발전소,1,0.05544,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 청도군
사리2호태양광발전소,사리2호태양광발전소,1,0.03024,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 예산군
사리2호태양광발전소,사리2호태양광발전소,1,0.09828,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경산시
사리3호태양광발전소,사리3호태양광발전소,1,0.09828,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경산시
사리4호태양광발전소,사리4호태양광발전소,1,0.01911,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경산시
사리당태양광발전소,사리당태양광발전소,1,0.048,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 평택시
사리덕현마을회태양광발전소,사리덕현마을회태양광발전소,1,0.0198,비회원,비중앙,태양에너지,신재생,발전사업,충북,충청북도 괴산군
사리문태양광발전소,사리문태양광발전소,1,0.09922,비회원,비중앙,태양에너지,신재생,발전사업,충북,충청북도 괴산군
사리미태양광발전소,사리미태양광발전소,1,0.02835,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경산시
사리원2태양광발전소,사리원2태양광발전소,1,0.09975,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 포천시
사리원3호태양광발전소,사리원3호태양광발전소,1,0.03,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 포천시
사리원태양광발전소,사리원태양광발전소,1,0.02,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 포천시
사리재마을회 태양광발전소,사리재마을회 태양광발전소,1,0.01092,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 고양시
사리제1태양광발전소,사리제1태양광발전소,1,0.0984,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 청도군
사리제2태양광발전소,사리제2태양광발전소,1,0.499,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 영천시
사리제2태양광발전소,사리제2태양광발전소,1,0.09792,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 청도군
사리태양광,사리태양광,1,0.067,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 예산군
사리태양광발전소,사리태양광발전소,1,0.0528,비회원,비중앙,태양에너지,신재생,발전사업,충북,충청북도 괴산군
사리태양광발전소,사리태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 영천시
사리태양광발전소,사리태양광발전소,1,0.09936,비회원,비중앙,태양에너지,신재생,발전사업,충북,충청북도 괴산군
사리현태양광,사리현태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 고양시
사림1호태양광발전소,사림1호태양광발전소,1,0.09737,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경산시
사림2호태양광발전소,사림2호태양광발전소,1,0.04277,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경산시
사림3호태양광발전소,사림3호태양광발전소,1,0.0553,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경산시
사림제1호태양광발전소,사림제1호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경산시
사마리아태양광(백지현),사마리아태양광(백지현),1,0.09912,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 익산시
사막골태양광,사막골태양광,1,0.08584,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 봉화군
사만2호 태양광발전소,사만2호 태양광발전소,1,0.04864,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 화성시
사만3호 태양광발전소,사만3호 태양광발전소,1,0.07424,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 화성시
사만4호 태양광발전소,사만4호 태양광발전소,1,0.06912,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 화성시
사만태양광발전소,사만태양광발전소,1,0.164,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 화성시
사매10호태양광발전소,사매10호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매11호태양광발전소,사매11호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매12호태양광발전소,사매12호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매13호태양광발전소,사매13호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매14호태양광발전소,사매14호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매15호태양광발전소,사매15호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매16호태양광발전소,사매16호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매17호태양광발전소,사매17호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매18호쏠라,사매18호쏠라,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매19호태양광발전소,사매19호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매1호태양광발전소,사매1호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매1호태양광발전소,사매1호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매20호태양광발전소,사매20호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매21호태양광발전소,사매21호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매22호태양광발전소,사매22호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매2호태양광발전소,사매2호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매3호태양광발전소,사매3호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매4호태양광발전소,사매4호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매5호태양광발전소,사매5호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매6호태양광발전소,사매6호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매7호태양광발전소,사매7호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매8호태양광발전소,사매8호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매9호태양광발전소,사매9호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매사업소태양광발전소,사매사업소태양광발전소,1,0.199,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매삼화에너지태양광발전소,사매삼화에너지태양광발전소,1,0.09971,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매태양광발전소,사매태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매햇빛1호태양광발전소,사매햇빛1호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사매햇빛2호태양광발전소,사매햇빛2호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 남원시
사명로태양광발전소,사명로태양광발전소,1,0.09945,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 밀양시
사모태양광발전소,사모태양광발전소,1,0.09828,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사목리태양광발전소,사목리태양광발전소,1,0.01,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 파주시
사무엘 태양광발전소,사무엘 태양광발전소,1,0.0981,비회원,비중앙,태양에너지,신재생,발전사업,전남,전라남도 광양시
사무엘1호 태양광발전소,사무엘1호 태양광발전소,1,0.09956,비회원,비중앙,태양에너지,신재생,발전사업,충북,충청북도 보은군
사무엘2호 태양광발전소,사무엘2호 태양광발전소,1,0.09956,비회원,비중앙,태양에너지,신재생,발전사업,충북,충청북도 보은군
사무엘태양광발전소,사무엘태양광발전소,1,0.09951,비회원,비중앙,태양에너지,신재생,발전사업,광주,광주광역시 광산구
사문2호태양광발전소,사문2호태양광발전소,1,0.027,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 고령군
사문태양광발전소,사문태양광발전소,1,0.0855,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 고령군
사문태양광발전소,사문태양광발전소,1,0.0585,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 고령군
사바하태양광발전소,사바하태양광발전소,1,0.0992,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 김천시
사반1호,사반1호,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 고창군
사반2호,사반2호,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 고창군
사반3호태양광,사반3호태양광,1,0.03,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 고창군
사반태양광발전소,사반태양광발전소,1,0.015,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 고창군
사방1태양광발전소,사방1태양광발전소,1,0.089535,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경주시
사방2호 태양광발전소,사방2호 태양광발전소,1,0.089535,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경주시
사방3호 태양광발전소,사방3호 태양광발전소,1,0.089535,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경주시
사방4호 태양광발전소,사방4호 태양광발전소,1,0.04572,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경주시
사방태양광발전소,사방태양광발전소,1,0.04191,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 경주시
사백1호태양광발전소,사백1호태양광발전소,1,0.05,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 함안군
사백태양광발전소,사백태양광발전소,1,0.094,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 함안군
사벌국1호태양광발전소,사벌국1호태양광발전소,1,0.09984,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 상주시
사벌농협1호태양광발전소,사벌농협1호태양광발전소,1,0.3,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 상주시
사벌농협3호태양광발전소,사벌농협3호태양광발전소,1,0.09984,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 상주시
사벌쏠라랜드 주식회사,사벌쏠라랜드태양광,1,0.5,정회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 상주시
사벌태양광발전소,사벌태양광발전소,1,0.194,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 상주시
사범 태양광발전소,사범 태양광발전소,1,0.09976,비회원,비중앙,태양에너지,신재생,발전사업,경기,경기도 안성시
사복2태양광발전소,사복2태양광발전소,1,0.199875,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 문경시
사복태양광발전소,사복태양광발전소,1,0.09963,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 문경시
사봉1호태양광에너지,사봉1호태양광에너지,1,0.09906,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 진주시
사봉3호태양광에너지,사봉3호태양광에너지,1,0.09906,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 진주시
사봉고속태양광발전소,사봉고속태양광발전소,1,0.995,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 진주시
사봉에너지,사봉에너지,1,0.015,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 완주군
사봉태양광발전소,사봉태양광발전소,1,0.097,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 진주시
사부 태양광발전소,사부 태양광발전소,1,0.01984,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 고령군
사부2태양광발전소,사부2태양광발전소,1,0.09984,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 의성군
사부3태양광발전소,사부3태양광발전소,1,0.099825,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 의성군
사부골동회태양광발전소,사부골동회태양광발전소,1,0.01196,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 성주군
사부실1호태양광발전소,사부실1호태양광발전소,1,0.09991,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 청송군
사부실2호태양광발전소,사부실2호태양광발전소,1,0.09991,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 청송군
사부자태양광발전소,사부자태양광발전소,1,0.02944,비회원,비중앙,태양에너지,신재생,발전사업,전남,전라남도 영암군
사부태양광발전소,사부태양광발전소,1,0.01955,비회원,비중앙,태양에너지,신재생,발전사업,경북,경상북도 의성군
사북골제2태양광발전소,사북골제2태양광발전소,1,0.099695,비회원,비중앙,태양에너지,신재생,발전사업,경남,경상남도 하동군
사비1발전소,사비1발전소,1,0.02,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 전주시
사비2(성상엽),사비2(성상엽),1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 진안군
사비나태양광,사비나태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 진안군
사비성태양광발전소,사비성태양광발전소,1,0.03,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사비태양광발전소1호,사비태양광발전소1호,1,0.081,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 서천군
사비태양광발전소2호,사비태양광발전소2호,1,0.09996,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 논산시
사산1호태양광발전소,사산1호태양광발전소,1,0.0996,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산22호태양광발전소,사산22호태양광발전소,1,0.09954,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산2호태양광발전소,사산2호태양광발전소,1,0.0996,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산3호태양광발전소,사산3호태양광발전소,1,0.0996,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산4호태양광발전소,사산4호태양광발전소,1,0.0996,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
