발전구분,호기,일자,1시 발전량(MWh),2시 발전량(MWh),3시 발전량(MWh),4시 발전량(MWh),5시 발전량(MWh),6시 발전량(MWh),7시 발전량(MWh),8시 발전량(MWh),9시 발전량(MWh),10시 발전량(MWh),11시 발전량(MWh),12시 발전량(MWh),13시 발전량(MWh),14시 발전량(MWh),15시 발전량(MWh),16시 발전량(MWh),17시 발전량(MWh),18시 발전량(MWh),19시 발전량(MWh),20시 발전량(MWh),21시 발전량(MWh),22시 발전량(MWh),23시 발전량(MWh),24시 발전량(MWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소,파일출처
예천태양광,1, 2025-01-28 00:00:00,0,0,0,0,0,0.0,0.0,0.0,7.2,39.06,48.96,50.04,42.84,40.86,57.78,55.26,28.98,0.54,0.0,0.0,0.0,0.0,0.0,0.0,371.52,15,57.78,0.54,57.78,0,남동발전량_2025_01.csv
여수태양광,1, 2025-01-28 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.01,438.01,18,438.01,438.01,438.01,0,남동발전량_2025_01.csv
영흥태양광,2, 2025-01-28 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,12.564,26.067,44.526,47.528,53.419,48.379,40.547,207.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.436,20,207.4,12.56,207.406,0,남동발전량_2025_01.csv
탑선태양광,1, 2025-01-28 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,339.0,14,339.0,339.0,339.0,0,남동발전량_2025_01.csv
탑선태양광,3, 2025-01-28 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,14,342.0,342.0,342.0,0,남동발전량_2025_01.csv
경상대태양광,1, 2025-01-28 00:00:00,0,0,0,0,0,0.0,0.0,0.576,84.096,279.072,406.44,531.288,577.224,561.744,424.152,306.432,113.256,27.936,0.0,0.0,0.0,0.0,0.0,0.0,3312.216,138,577.22,0.576,577.224,0,남동발전량_2025_01.csv
고흥만 수상태양광,1, 2025-01-28 00:00:00,0,0,0,0,0,0.0,0.0,179.928,5526.192,23462.46,35429.604,36253.392,29568.168,39991.56,36919.092,30635.724,9001.692,1722.672,0.0,0.0,0.0,0.0,0.0,0.0,248690.484,10362,39991.56,179.928,39991.56,0,남동발전량_2025_01.csv
영동태양광,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,16.224,20.544,19.68,20.448,24.576,23.136,23.328,474.72,585.888,688.032,686.496,398.016,0.0,0.0,0.0,2981.088,124,688.03,16.224,688.032,0,남동발전량_2025_01.csv
삼천포태양광#5,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,78.848,191.22,190.374,420.541,469.86,443.858,288.948,1505.019,2526.454,2487.424,2437.024,767.751,0.0,0.0,0.0,0.0,11807.321,492,2526.45,78.84,2526.454,0,남동발전량_2025_01.csv
삼천포태양광#5,2, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,131.905,286.945,286.246,773.201,1763.235,1596.221,1700.407,2917.69,4283.629,4011.132,3793.469,2078.563,0.0,0.0,0.0,0.0,23622.643,984,4283.62,131.9,4283.629,0,남동발전량_2025_01.csv
광양항세방태양광,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,105.6,187.2,547.2,828.0,1274.4,1358.4,1408.8,657.6,276.0,52.8,0.0,0.0,0.0,0.0,0.0,0.0,6696.0,279,1408.8,52.8,1408.8,0,남동발전량_2025_01.csv
두산엔진MG태양광,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.12,2.46,5.16,11.64,14.76,11.58,16.86,11.88,13.8,17.58,1.86,0.0,0.0,0.0,0.0,0.0,0.0,107.7,4,17.58,0.12,17.58,0,남동발전량_2025_01.csv
삼천포태양광,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.492,5.22,11.544,23.7,44.856,42.888,39.6,22.452,17.064,0.3,0.0,0.0,0.0,0.0,0.0,0.0,208.116,9,44.85,0.3,44.856,0,남동발전량_2025_01.csv
삼천포태양광,2, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,27.936,117.888,184.224,321.984,726.528,614.112,639.552,363.456,252.096,24.384,0.0,0.0,0.0,0.0,0.0,0.0,3272.16,136,726.52,24.384,726.528,0,남동발전량_2025_01.csv
삼천포태양광,3, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,7.38,37.764,64.08,109.08,246.564,189.36,213.048,124.344,53.316,5.148,0.0,0.0,0.0,0.0,0.0,0.0,1050.084,44,246.56,5.148,246.564,0,남동발전량_2025_01.csv
삼천포태양광,4, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,31.166,95.193,93.578,161.788,196.291,140.737,418.171,750.477,1187.709,1188.528,1171.707,443.462,0.0,0.0,0.0,0.0,5878.807,245,1188.52,31.166,1188.528,0,남동발전량_2025_01.csv
구미태양광,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,3.688,27.842,56.479,148.103,129.011,230.615,219.695,313.055,126.77,29.939,0.0,0.0,0.0,0.0,0.0,0.0,1285.197,54,313.05,3.688,313.055,0,남동발전량_2025_01.csv
삼천포태양광#6,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,12.993,78.818,83.545,81.597,84.343,84.048,75.513,269.845,548.871,637.764,628.033,156.408,0.0,0.0,0.0,0.0,2741.778,114,637.76,12.993,637.764,0,남동발전량_2025_01.csv
영흥태양광#5,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,67.495,219.358,1034.116,918.411,2205.632,1778.968,441.126,118.116,67.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6850.717,285,2205.63,67.49,2205.632,0,남동발전량_2025_01.csv
영흥태양광 #3,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,22.8,92.64,90.24,101.04,79.68,89.04,74.16,106.08,2281.92,1389.6,0.0,0.0,0.0,0.0,0.0,0.0,4327.2,180,2281.92,22.8,2281.92,0,남동발전량_2025_01.csv
영흥태양광 #3,2, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,8.64,45.984,43.68,48.576,32.544,39.456,34.752,34.08,810.048,875.52,0.0,0.0,0.0,0.0,0.0,0.0,1973.28,82,875.52,8.64,875.52,0,남동발전량_2025_01.csv
영흥태양광 #3,3, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,6.24,44.4,58.92,35.4,50.76,24.0,32.04,42.96,915.0,990.0,56.4,0.0,0.0,0.0,0.0,0.0,2256.12,94,990.0,6.24,990.0,0,남동발전량_2025_01.csv
영흥태양광,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,8.909,46.541,285.466,336.038,579.11,418.176,129.331,79.488,26.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.325,80,579.11,8.909,579.11,0,남동발전량_2025_01.csv
예천태양광,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,24.84,40.68,102.6,90.36,73.26,2.7,0.0,0.0,0.0,0.0,0.0,0.0,338.04,14,102.6,2.7,102.6,0,남동발전량_2025_01.csv
여수태양광,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.59,452.59,19,452.59,452.59,452.59,0,남동발전량_2025_01.csv
영흥태양광,2, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,5.811,37.642,44.168,55.709,40.581,50.463,34.194,33.773,640.387,402.24,0.0,0.0,0.0,0.0,0.0,0.0,1344.968,56,640.38,5.81,640.387,0,남동발전량_2025_01.csv
탑선태양광,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,339.0,14,339.0,339.0,339.0,0,남동발전량_2025_01.csv
탑선태양광,3, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,14,342.0,342.0,342.0,0,남동발전량_2025_01.csv
경상대태양광,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,0.0,20.376,42.192,90.504,75.096,322.704,492.048,499.032,337.032,194.112,45.792,0.0,0.0,0.0,0.0,0.0,0.0,2118.888,88,499.03,20.376,499.032,0,남동발전량_2025_01.csv
고흥만 수상태양광,1, 2025-01-27 00:00:00,0,0,0,0,0,0.0,0.0,7.14,492.576,7017.528,13367.256,25176.48,36474.144,29409.24,18538.044,12770.1,10719.912,1855.812,0.0,0.0,0.0,0.0,0.0,0.0,155828.232,6493,36474.14,7.14,36474.144,0,남동발전량_2025_01.csv
영동태양광,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,15.072,20.544,20.544,20.64,20.64,20.448,20.64,32.352,376.992,0.096,0.0,0.0,0.0,0.0,0.0,547.968,23,376.99,0.096,376.992,0,남동발전량_2025_01.csv
삼천포태양광#5,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,10.062,186.368,194.204,209.101,223.695,212.468,197.826,190.272,322.214,2476.516,2498.413,1684.975,0.0,0.0,0.0,0.0,0.0,8406.114,350,2498.41,10.06,2498.413,0,남동발전량_2025_01.csv
삼천포태양광#5,2, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,14.553,282.252,286.195,296.282,408.64,331.945,311.934,289.812,570.228,4084.966,3843.785,3260.91,0.0,0.0,0.0,0.0,0.0,13981.502,583,4084.96,14.55,4084.966,0,남동발전량_2025_01.csv
광양항세방태양광,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,9.6,194.4,458.4,892.8,1168.8,880.8,660.0,492.0,316.8,110.4,14.4,0.0,0.0,0.0,0.0,0.0,0.0,5198.4,217,1168.8,9.6,1168.8,0,남동발전량_2025_01.csv
두산엔진MG태양광,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.36,3.66,10.26,20.64,23.4,14.04,20.88,5.52,4.08,4.08,0.42,0.0,0.0,0.0,0.0,0.0,0.0,107.34,4,23.4,0.36,23.4,0,남동발전량_2025_01.csv
삼천포태양광,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.204,5.628,15.024,24.552,31.332,19.932,16.86,4.968,3.216,1.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.748,5,31.33,0.2,31.332,0,남동발전량_2025_01.csv
삼천포태양광,2, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,5.088,76.032,232.128,406.848,513.312,336.288,277.248,112.032,75.552,43.584,7.392,0.0,0.0,0.0,0.0,0.0,0.0,2085.504,87,513.31,5.088,513.312,0,남동발전량_2025_01.csv
삼천포태양광,3, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.792,22.32,71.1,136.296,170.244,105.588,87.696,33.624,21.78,11.088,1.188,0.0,0.0,0.0,0.0,0.0,0.0,661.716,28,170.24,0.79,170.244,0,남동발전량_2025_01.csv
삼천포태양광,4, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,1.868,81.852,94.812,93.718,98.382,95.583,95.741,89.56,140.18,1180.796,1173.451,144.794,0.0,0.0,0.0,0.0,0.0,3290.737,137,1180.79,1.868,1180.796,0,남동발전량_2025_01.csv
구미태양광,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.0,54.598,277.259,329.037,297.001,350.659,258.095,142.679,70.942,43.606,13.523,0.0,0.0,0.0,0.0,0.0,0.0,1837.399,77,350.65,13.523,350.659,0,남동발전량_2025_01.csv
삼천포태양광#6,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.341,60.097,86.54,84.044,86.659,85.26,87.387,72.899,50.641,511.451,513.519,0.0,0.0,0.0,0.0,0.0,0.0,1638.838,68,513.51,0.341,513.519,0,남동발전량_2025_01.csv
영흥태양광#5,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,2.411,144.632,638.789,1660.853,735.211,699.053,641.2,431.484,368.811,168.737,43.389,0.0,0.0,0.0,0.0,0.0,0.0,5534.57,231,1660.85,2.41,1660.853,0,남동발전량_2025_01.csv
영흥태양광 #3,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.0,61.68,97.44,90.0,98.88,98.88,102.48,99.36,242.16,2282.88,360.0,0.0,0.0,0.0,0.0,0.0,0.0,3533.76,147,2282.88,61.68,2282.88,0,남동발전량_2025_01.csv
영흥태양광 #3,2, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.0,31.104,47.328,41.472,49.536,47.808,49.536,50.4,106.464,817.056,464.832,0.0,0.0,0.0,0.0,0.0,0.0,1705.536,71,817.05,31.104,817.056,0,남동발전량_2025_01.csv
영흥태양광 #3,3, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.0,27.12,53.4,43.92,43.44,47.4,45.72,46.44,101.04,947.52,279.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.0,68,947.52,27.12,947.52,0,남동발전량_2025_01.csv
영흥태양광,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.0,24.922,125.107,394.56,190.118,186.47,161.933,108.749,86.323,35.981,6.797,0.0,0.0,0.0,0.0,0.0,0.0,1320.96,55,394.56,6.797,394.56,0,남동발전량_2025_01.csv
예천태양광,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,3.96,336.06,814.68,802.62,844.74,581.22,299.34,224.46,129.24,72.54,1.08,0.0,0.0,0.0,0.0,0.0,0.0,4109.94,171,844.74,1.08,844.74,0,남동발전량_2025_01.csv
여수태양광,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.63,344.63,14,344.63,344.63,344.63,0,남동발전량_2025_01.csv
영흥태양광,2, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.0,19.314,49.52,48.556,52.564,50.611,53.436,51.301,71.394,642.392,42.269,0.0,0.0,0.0,0.0,0.0,0.0,1081.357,45,642.39,19.31,642.392,0,남동발전량_2025_01.csv
탑선태양광,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,339.0,14,339.0,339.0,339.0,0,남동발전량_2025_01.csv
탑선태양광,3, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,14,342.0,342.0,342.0,0,남동발전량_2025_01.csv
경상대태양광,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,0.0,84.6,189.72,319.608,400.32,275.04,131.832,159.552,93.744,42.048,4.752,0.0,0.0,0.0,0.0,0.0,0.0,1701.216,71,400.32,4.752,400.32,0,남동발전량_2025_01.csv
고흥만 수상태양광,1, 2025-01-26 00:00:00,0,0,0,0,0,0.0,0.0,187.068,4542.888,21126.588,26718.636,25654.104,20782.44,11203.584,7238.616,2960.412,2624.832,367.836,0.0,0.0,0.0,0.0,0.0,0.0,123407.004,5142,26718.63,187.068,26718.636,0,남동발전량_2025_01.csv
영동태양광,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,9.504,19.776,15.552,20.544,20.544,20.64,20.64,87.264,472.992,0.0,0.0,0.0,0.0,0.0,0.0,687.456,29,472.99,9.504,472.992,0,남동발전량_2025_01.csv
삼천포태양광#5,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.787,146.33,232.262,638.407,558.83,434.309,265.754,191.207,694.701,2332.996,2487.974,1546.114,0.0,0.0,0.0,0.0,0.0,9529.671,397,2487.97,0.787,2487.974,0,남동발전량_2025_01.csv
삼천포태양광#5,2, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.888,201.908,288.247,929.56,946.04,574.121,413.472,299.083,1190.485,4094.099,3798.597,2996.405,0.0,0.0,0.0,0.0,0.0,15732.905,656,4094.09,0.88,4094.099,0,남동발전량_2025_01.csv
광양항세방태양광,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,2.4,158.4,549.6,1044.0,1281.6,1471.2,1528.8,1310.4,880.8,201.6,28.8,0.0,0.0,0.0,0.0,0.0,0.0,8457.6,352,1528.8,2.4,1528.8,0,남동발전량_2025_01.csv
두산엔진MG태양광,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.36,3.72,5.82,15.48,18.18,15.24,18.0,11.4,10.92,11.88,2.52,0.0,0.0,0.0,0.0,0.0,0.0,113.52,5,18.18,0.36,18.18,0,남동발전량_2025_01.csv
삼천포태양광,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.108,6.9,21.696,28.824,19.572,19.872,16.08,6.06,8.304,1.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.192,5,28.82,0.1,28.824,0,남동발전량_2025_01.csv
삼천포태양광,2, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,2.496,62.112,336.576,493.728,472.896,324.192,251.136,124.992,169.632,52.896,2.016,0.0,0.0,0.0,0.0,0.0,0.0,2292.672,96,493.72,2.016,493.728,0,남동발전량_2025_01.csv
삼천포태양광,3, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.18,10.296,93.924,175.716,160.2,103.68,77.652,37.944,53.964,12.708,0.144,0.0,0.0,0.0,0.0,0.0,0.0,726.408,30,175.71,0.144,175.716,0,남동발전량_2025_01.csv
삼천포태양광,4, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.06,33.169,95.53,133.07,151.538,141.978,113.668,92.26,310.912,1180.888,1169.726,196.481,0.0,0.0,0.0,0.0,0.0,3619.28,151,1180.88,0.06,1180.888,0,남동발전량_2025_01.csv
구미태양광,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.0,25.021,238.714,308.21,202.123,141.522,365.05,228.084,194.385,63.276,22.779,0.0,0.0,0.0,0.0,0.0,0.0,1789.164,75,365.05,22.779,365.05,0,남동발전량_2025_01.csv
삼천포태양광#6,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.0,46.545,86.2,79.202,93.201,92.96,87.314,78.587,135.126,517.337,458.968,0.0,0.0,0.0,0.0,0.0,0.0,1675.44,70,517.33,46.545,517.337,0,남동발전량_2025_01.csv
영흥태양광#5,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,2.411,301.316,1424.621,2150.189,2545.516,2687.737,2605.779,2309.284,1788.611,826.811,50.621,0.0,0.0,0.0,0.0,0.0,0.0,16692.896,696,2687.73,2.41,2687.737,0,남동발전량_2025_01.csv
영흥태양광 #3,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.0,80.16,91.68,84.48,83.28,81.36,580.8,1384.32,1116.72,2292.96,2304.48,2049.6,0.0,0.0,0.0,0.0,0.0,10149.84,423,2304.48,80.16,2304.48,0,남동발전량_2025_01.csv
영흥태양광 #3,2, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.0,42.432,41.568,36.672,33.216,491.52,820.512,738.912,573.312,853.728,891.552,615.36,0.0,0.0,0.0,0.0,0.0,5138.784,214,891.55,33.216,891.552,0,남동발전량_2025_01.csv
영흥태양광 #3,3, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.0,39.48,51.84,45.36,41.4,624.12,880.44,786.48,610.68,1001.52,1006.56,351.6,0.0,0.0,0.0,0.0,0.0,5439.48,227,1006.56,39.48,1006.56,0,남동발전량_2025_01.csv
영흥태양광,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.0,31.296,238.31,485.683,624.883,677.069,642.624,542.861,397.363,169.075,12.787,0.0,0.0,0.0,0.0,0.0,0.0,3821.951,159,677.06,12.78,677.069,0,남동발전량_2025_01.csv
예천태양광,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.0,363.78,938.16,1270.26,1386.72,978.12,504.0,135.36,281.34,34.56,1.62,0.0,0.0,0.0,0.0,0.0,0.0,5893.92,246,1386.72,1.62,1386.72,0,남동발전량_2025_01.csv
여수태양광,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.25,740.25,31,740.25,740.25,740.25,0,남동발전량_2025_01.csv
영흥태양광,2, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.0,34.821,47.221,46.088,47.457,46.623,46.526,130.589,323.044,659.213,687.398,686.4,295.68,0.0,0.0,0.0,0.0,3051.06,127,687.39,34.82,687.398,0,남동발전량_2025_01.csv
탑선태양광,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,339.0,14,339.0,339.0,339.0,0,남동발전량_2025_01.csv
탑선태양광,3, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,342.0,14,342.0,342.0,342.0,0,남동발전량_2025_01.csv
경상대태양광,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,0.36,85.176,221.616,259.992,150.048,181.872,133.128,180.0,173.304,51.768,4.248,0.0,0.0,0.0,0.0,0.0,0.0,1441.512,60,259.99,0.36,259.992,0,남동발전량_2025_01.csv
고흥만 수상태양광,1, 2025-01-25 00:00:00,0,0,0,0,0,0.0,0.0,256.536,6563.76,24225.096,37218.972,43765.848,46534.908,37509.024,38082.324,28152.348,11705.232,1215.564,0.0,0.0,0.0,0.0,0.0,0.0,275229.612,11468,46534.9,256.536,46534.908,0,남동발전량_2025_01.csv
영동태양광,1, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,19.008,20.544,20.544,21.6,22.56,252.576,562.08,419.904,541.248,685.152,685.536,322.368,0.0,0.0,0.0,3573.12,149,685.53,19.008,685.536,0,남동발전량_2025_01.csv
삼천포태양광#5,1, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,1.12,170.0,195.771,190.556,228.74,476.903,2636.707,2071.821,1450.069,2501.992,2517.97,2495.249,804.481,0.0,0.0,0.0,0.0,15741.379,656,2636.7,1.12,2636.707,0,남동발전량_2025_01.csv
삼천포태양광#5,2, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,3.735,265.913,300.973,290.435,621.994,1065.258,4513.956,3497.418,2478.343,4272.006,3931.541,3793.15,1529.779,0.0,0.0,0.0,0.0,26564.501,1107,4513.95,3.73,4513.956,0,남동발전량_2025_01.csv
광양항세방태양광,1, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,2.4,139.2,441.6,825.6,1135.2,1262.4,1267.2,1027.2,777.6,381.6,50.4,0.0,0.0,0.0,0.0,0.0,0.0,7310.4,305,1267.2,2.4,1267.2,0,남동발전량_2025_01.csv
두산엔진MG태양광,1, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,0.3,2.88,7.62,19.2,30.9,39.0,31.32,19.86,30.12,20.34,1.74,0.0,0.0,0.0,0.0,0.0,0.0,203.28,8,39.0,0.3,39.0,0,남동발전량_2025_01.csv
삼천포태양광,1, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,0.012,6.156,19.572,31.188,38.796,41.688,40.032,32.064,22.704,10.524,0.624,0.0,0.0,0.0,0.0,0.0,0.0,243.36,10,41.68,0.012,41.688,0,남동발전량_2025_01.csv
삼천포태양광,2, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,2.88,59.52,282.528,516.288,622.656,660.096,631.68,486.72,345.888,163.296,18.528,0.0,0.0,0.0,0.0,0.0,0.0,3790.08,158,660.09,2.88,660.096,0,남동발전량_2025_01.csv
삼천포태양광,3, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,0.432,14.652,75.78,178.056,210.816,222.516,206.28,157.752,106.524,29.628,3.78,0.0,0.0,0.0,0.0,0.0,0.0,1206.216,50,222.51,0.432,222.516,0,남동발전량_2025_01.csv
삼천포태양광,4, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,0.465,61.743,97.112,93.689,93.091,85.676,726.704,874.967,635.524,1184.269,1185.301,1171.811,187.136,0.0,0.0,0.0,0.0,6397.488,267,1185.3,0.465,1185.301,0,남동발전량_2025_01.csv
구미태양광,1, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,0.0,49.97,288.034,486.758,595.159,638.476,631.968,544.683,458.265,258.746,29.722,0.0,0.0,0.0,0.0,0.0,0.0,3981.781,166,638.47,29.722,638.476,0,남동발전량_2025_01.csv
삼천포태양광#6,1, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,0.0,48.288,183.928,192.576,81.478,73.891,86.056,319.698,295.631,534.357,635.604,628.375,339.588,0.0,0.0,0.0,0.0,3419.47,142,635.6,48.288,635.604,0,남동발전량_2025_01.csv
영흥태양광#5,1, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,2.411,301.316,1424.621,2075.463,2444.274,2588.905,2562.389,2249.021,1641.568,771.368,79.547,0.0,0.0,0.0,0.0,0.0,0.0,16140.883,673,2588.9,2.41,2588.905,0,남동발전량_2025_01.csv
영흥태양광 #3,1, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,0.0,80.16,92.4,86.16,82.08,83.76,692.64,1519.68,1014.72,2290.56,2304.48,1987.2,0.0,0.0,0.0,0.0,0.0,10233.84,426,2304.48,80.16,2304.48,0,남동발전량_2025_01.csv
영흥태양광 #3,2, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,0.0,19.392,15.744,26.112,27.264,460.128,805.056,717.12,545.472,871.008,905.28,609.6,0.0,0.0,0.0,0.0,0.0,5002.176,208,905.28,15.744,905.28,0,남동발전량_2025_01.csv
영흥태양광 #3,3, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,0.0,38.28,51.72,45.48,41.4,569.4,860.4,761.16,556.92,998.16,1017.48,332.4,0.0,0.0,0.0,0.0,0.0,5272.8,220,1017.48,38.28,1017.48,0,남동발전량_2025_01.csv
영흥태양광,1, 2025-01-24 00:00:00,0,0,0,0,0,0.0,0.0,0.0,29.568,235.008,480.883,622.618,668.16,632.678,517.171,363.725,153.792,15.821,0.0,0.0,0.0,0.0,0.0,0.0,3719.424,155,668.16,15.821,668.16,0,남동발전량_2025_01.csv
